app_id,age,monthly_income,credit_history_length,credit_score,num_credit_lines,loan_amount,interest_rate,loan_purpose,employment_status,years_at_job,annual_income,dti_ratio,has_cosigner,previous_defaults,loan_grade,loan_approved
PL00647,37,5812.21,14,592,5,18160.54,17.35,Debt Consolidation,Employed,0.9,69746.52,0.944,No,0,D,0
PL00648,58,22489.68,30,727,13,14264.16,12.05,Debt Consolidation,Employed,18.3,269876.16000000003,0.986,No,1,B,0
PL00649,27,7555.35,0,609,19,30488.68,16.64,Debt Consolidation,Unemployed,0.0,90664.20000000001,0.015,No,0,D,1
PL00650,66,10148.24,30,705,1,46568.22,12.16,Debt Consolidation,Retired,14.1,121778.88,0.729,No,0,C,1
PL00651,33,4422.95,12,736,17,42978.0,6.54,Medical,Employed,12.8,53075.399999999994,0.273,No,1,B,1
PL00652,60,7114.31,30,748,17,23558.66,11.91,Debt Consolidation,Self-Employed,0.0,85371.72,0.866,No,0,B,0
PL00653,62,13942.17,30,784,12,41498.47,5.36,Home Improvement,Employed,14.7,167306.04,0.814,No,0,A,1
PL00654,29,15978.31,15,736,17,21732.17,12.26,Medical,Employed,22.7,191739.72,0.424,No,0,B,1
PL00655,70,7643.1,30,668,16,13363.05,13.13,Medical,Employed,18.6,91717.20000000001,0.473,No,1,C,0
PL00656,47,3327.84,23,589,12,49187.34,13.65,Other,Employed,18.1,39934.08,0.265,No,0,D,1
PL00657,22,10993.76,2,583,11,15890.49,16.96,Other,Retired,0.0,131925.12,0.289,No,0,D,0
PL00658,25,7386.68,0,693,2,16862.49,9.14,Education,Employed,4.4,88640.16,0.981,Yes,1,C,0
PL00659,49,7049.74,20,645,6,49494.95,16.53,Education,Employed,8.8,84596.88,0.889,No,1,D,0
PL00660,57,24076.84,25,711,0,7562.45,10.29,Debt Consolidation,Self-Employed,4.3,288922.08,0.192,No,0,C,1
PL00661,58,16174.91,30,715,4,38266.17,9.05,Medical,Self-Employed,0.7,194098.91999999998,0.276,No,1,C,1
PL00662,39,14808.2,15,680,20,46854.83,14.05,Education,Employed,13.4,177698.40000000002,0.109,No,0,C,1
PL00663,28,11562.83,21,667,0,26077.95,13.23,Other,Employed,18.0,138753.96,0.989,Yes,0,C,0
PL00664,68,11865.72,30,747,3,1123.57,10.72,Debt Consolidation,Self-Employed,0.0,142388.63999999998,0.907,Yes,0,B,0
PL00665,65,14440.82,30,700,0,19377.89,11.59,Debt Consolidation,Self-Employed,18.3,173289.84,0.552,No,0,C,1
PL00666,21,18017.89,0,706,12,6466.88,13.86,Debt Consolidation,Self-Employed,11.8,216214.68,0.693,Yes,0,C,1
PL00667,42,18149.36,22,682,13,21393.2,11.83,Home Improvement,Employed,23.0,217792.32,0.748,No,1,C,0
PL00668,37,5948.96,13,635,14,39711.31,11.62,Debt Consolidation,Employed,16.4,71387.52,0.204,No,0,D,1
PL00669,27,13502.59,9,695,16,22496.87,9.86,Education,Self-Employed,11.0,162031.08000000002,0.935,No,0,C,0
PL00670,45,11475.04,19,655,11,22164.33,14.73,Education,Retired,11.1,137700.48,0.527,No,0,C,0
PL00671,65,22022.12,30,751,6,28282.68,8.18,Debt Consolidation,Employed,10.0,264265.44,0.092,No,0,B,1
PL00672,24,16522.64,0,700,18,29502.84,14.38,Education,Employed,24.5,198271.68,0.397,Yes,0,C,1
PL00673,56,14247.59,23,680,2,42958.52,10.39,Education,Retired,14.9,170971.08000000002,0.602,Yes,1,C,0
PL00674,26,4654.08,2,596,17,16109.42,18.58,Debt Consolidation,Employed,7.1,55848.96,0.353,No,2,D,0
PL00675,51,15929.67,28,749,3,41261.89,8.72,Education,Employed,14.6,191156.04,0.699,No,1,B,1
PL00676,39,4695.69,14,744,2,28730.75,12.43,Other,Employed,13.7,56348.28,0.882,No,0,B,1
PL00677,64,9755.75,30,747,11,15725.95,10.69,Other,Employed,6.6,117069.0,0.772,No,2,B,0
PL00678,59,5285.37,30,708,11,15461.18,11.84,Education,Employed,3.4,63424.44,0.643,No,0,C,1
PL00679,47,17917.69,24,750,16,18695.74,10.87,Education,Employed,19.5,215012.27999999997,0.512,No,0,B,1
PL00680,30,6743.8,0,580,5,31511.97,19.73,Debt Consolidation,Employed,7.9,80925.6,0.254,No,0,D,0
PL00681,46,11012.77,22,692,14,12309.77,12.08,Other,Unemployed,0.0,132153.24,0.455,Yes,1,C,0
PL00682,39,22600.52,15,729,1,46096.34,6.75,Debt Consolidation,Retired,14.7,271206.24,0.293,No,0,B,1
PL00683,59,6699.28,30,707,7,29170.72,13.9,Education,Retired,5.9,80391.36,0.934,No,0,C,0
PL00684,23,13679.52,0,660,13,46080.77,13.09,Debt Consolidation,Retired,11.8,164154.24,0.907,Yes,0,C,0
PL00685,65,11643.25,30,747,4,3273.81,14.8,Debt Consolidation,Employed,7.0,139719.0,0.156,No,0,B,1
PL00686,33,2416.85,10,602,2,17787.96,15.07,Debt Consolidation,Employed,0.0,29002.199999999997,0.823,No,0,D,0
PL00687,70,20233.44,30,784,9,2117.58,7.24,Medical,Employed,13.1,242801.27999999997,0.703,Yes,0,A,1
PL00688,48,3588.06,28,592,6,14340.34,18.22,Education,Employed,12.1,43056.72,0.975,No,0,D,0
PL00689,40,12907.87,20,668,10,43238.32,14.8,Education,Employed,12.8,154894.44,0.463,No,0,C,1
PL00690,48,14895.6,22,780,14,2793.88,9.03,Debt Consolidation,Employed,0.0,178747.2,0.722,No,0,B,1
PL00691,28,16453.81,13,694,1,22371.21,10.97,Home Improvement,Unemployed,0.0,197445.72000000003,0.518,No,1,C,0
PL00692,61,17838.53,30,750,4,6760.79,7.23,Debt Consolidation,Employed,19.3,214062.36,0.069,No,2,B,1
PL00693,59,7825.26,29,791,10,21425.19,6.33,Debt Consolidation,Employed,10.6,93903.12,0.047,Yes,0,A,1
PL00694,21,2229.51,1,525,7,42103.73,16.74,Medical,Employed,0.0,26754.120000000003,0.122,Yes,0,E,0
PL00695,23,18639.2,0,623,12,31530.48,19.45,Other,Employed,10.7,223670.40000000002,0.296,Yes,0,D,1
PL00696,33,14320.1,13,763,10,37101.06,6.91,Debt Consolidation,Retired,0.0,171841.2,0.259,No,0,B,1
PL00697,48,21230.71,14,744,16,18106.1,9.23,Education,Employed,5.4,254768.52,0.728,Yes,1,B,1
PL00698,69,20891.93,30,770,14,47275.49,10.02,Education,Employed,12.0,250703.16,0.716,No,1,B,1
PL00699,45,21396.5,27,677,0,35753.84,12.87,Home Improvement,Retired,12.0,256758.0,0.971,No,1,C,0
PL00700,53,13157.18,24,734,18,21668.14,9.09,Debt Consolidation,Employed,18.1,157886.16,0.31,Yes,0,B,1
PL00701,58,9673.45,29,731,15,21896.78,10.11,Education,Employed,13.7,116081.40000000001,0.938,Yes,0,B,1
PL00702,26,20205.84,13,638,18,46015.52,13.42,Debt Consolidation,Employed,14.2,242470.08000000002,0.613,No,0,D,1
PL00703,64,12379.76,30,722,12,29243.83,10.31,Debt Consolidation,Self-Employed,6.9,148557.12,0.495,Yes,0,B,1
PL00704,65,6219.17,30,684,3,35612.58,13.33,Debt Consolidation,Employed,3.2,74630.04000000001,0.668,No,1,C,0
PL00705,52,21664.4,19,765,10,21434.73,6.79,Other,Retired,10.4,259972.80000000002,0.703,No,0,B,1
PL00706,65,22298.88,30,725,17,11960.95,12.84,Debt Consolidation,Unemployed,0.0,267586.56,0.172,No,0,B,1
PL00707,67,12725.12,30,800,17,36454.41,7.42,Other,Employed,16.6,152701.44,0.752,No,0,A,1
PL00708,41,3741.09,23,686,9,30783.36,11.29,Debt Consolidation,Employed,8.4,44893.08,0.725,No,0,C,1
PL00709,36,10920.0,8,648,16,25565.8,13.55,Other,Retired,9.5,131040.0,0.998,No,0,D,0
PL00710,41,20481.37,12,713,12,31577.03,13.56,Medical,Employed,2.8,245776.44,0.912,Yes,1,C,1
PL00711,31,22740.8,12,708,13,11205.99,13.09,Debt Consolidation,Unemployed,0.0,272889.6,0.685,No,0,C,0
PL00712,57,6679.87,30,648,6,39903.0,14.66,Education,Employed,22.9,80158.44,0.712,No,0,D,0
PL00713,56,3540.39,27,647,9,47459.98,13.03,Debt Consolidation,Employed,13.5,42484.68,0.946,No,0,D,0
PL00714,55,22179.06,30,747,2,44664.05,10.82,Debt Consolidation,Employed,0.0,266148.72000000003,0.967,No,0,B,1
PL00715,39,10956.31,18,753,1,16750.35,9.44,Education,Employed,15.4,131475.72,0.827,No,0,B,1
PL00716,40,14460.5,24,739,18,20894.28,13.54,Education,Employed,23.2,173526.0,0.767,No,0,B,1
PL00717,38,24265.51,16,784,6,40611.71,7.92,Medical,Self-Employed,1.1,291186.12,0.111,No,0,A,1
PL00718,67,3530.99,30,710,4,30160.74,14.73,Home Improvement,Employed,16.8,42371.88,0.83,No,0,C,0
PL00719,61,16911.31,30,690,2,27847.81,12.66,Debt Consolidation,Self-Employed,8.5,202935.72000000003,0.253,No,1,C,1
PL00720,69,3704.42,30,694,1,46405.46,10.02,Other,Employed,20.0,44453.04,0.564,No,0,C,0
PL00721,34,10635.79,8,709,5,27265.22,18.0,Other,Employed,0.7,127629.48000000001,0.405,No,0,C,1
PL00722,35,20487.73,12,649,13,26232.0,11.24,Debt Consolidation,Self-Employed,6.5,245852.76,0.346,No,0,D,1
PL00723,51,11969.86,29,733,6,3058.91,6.36,Debt Consolidation,Unemployed,0.0,143638.32,0.31,No,0,B,1
PL00724,21,24935.19,0,822,1,4401.43,5.0,Education,Retired,12.7,299222.27999999997,0.855,No,0,A,1
PL00725,23,14858.36,10,713,10,1363.6,16.71,Education,Retired,14.4,178300.32,0.769,Yes,0,C,0
PL00726,36,9386.73,10,729,20,45748.97,14.75,Debt Consolidation,Employed,12.8,112640.76,0.523,No,0,B,1
PL00727,43,7062.56,24,672,2,21010.95,13.38,Debt Consolidation,Self-Employed,5.9,84750.72,0.664,No,0,C,0
PL00728,31,10061.97,9,700,8,23959.51,12.69,Medical,Employed,6.5,120743.63999999998,0.985,Yes,0,C,0
PL00729,32,10568.27,17,620,7,42423.96,15.96,Medical,Employed,7.4,126819.24,0.398,No,0,D,0
PL00730,30,3580.41,11,657,10,30853.07,10.23,Debt Consolidation,Employed,17.1,42964.92,0.551,No,0,C,0
PL00731,52,10500.21,29,729,17,30865.58,13.42,Home Improvement,Retired,0.0,126002.51999999999,0.534,No,1,B,1
PL00732,36,12677.49,10,689,0,15530.19,14.97,Medical,Employed,7.3,152129.88,0.936,No,1,C,0
PL00733,28,18622.97,10,754,14,41861.51,6.9,Debt Consolidation,Employed,0.0,223475.64,0.352,No,1,B,1
PL00734,58,17104.78,27,714,3,9125.67,11.83,Medical,Employed,6.7,205257.36,0.986,No,1,C,0
PL00735,32,18301.61,14,686,3,3604.33,12.31,Debt Consolidation,Employed,9.9,219619.32,0.305,No,0,C,1
PL00736,44,2192.36,17,643,9,10388.56,13.99,Education,Retired,26.8,26308.32,0.109,No,0,D,1
PL00737,48,7006.35,30,619,10,14119.12,14.14,Debt Consolidation,Employed,4.7,84076.20000000001,0.191,No,0,D,1
PL00738,28,17218.74,7,693,17,14833.24,11.91,Debt Consolidation,Employed,18.2,206624.88,0.426,No,0,C,1
PL00739,48,13131.76,30,615,14,33855.17,14.63,Debt Consolidation,Employed,0.0,157581.12,0.65,No,0,D,1
PL00740,56,2122.21,30,714,2,11673.4,13.31,Debt Consolidation,Employed,10.3,25466.52,0.517,No,1,C,0
PL00741,46,20503.38,16,736,6,34156.26,10.13,Medical,Employed,10.3,246040.56,0.376,No,0,B,1
PL00742,28,19774.62,2,668,6,5465.48,11.89,Medical,Employed,16.0,237295.44,0.562,No,0,C,1
PL00743,70,14613.64,30,711,16,8212.92,11.27,Debt Consolidation,Employed,5.6,175363.68,0.839,No,0,C,1
PL00744,48,3528.66,27,641,19,25932.25,14.22,Debt Consolidation,Employed,3.7,42343.92,0.839,No,0,D,0
PL00745,48,19629.85,30,768,15,46172.89,8.36,Home Improvement,Self-Employed,0.0,235558.19999999998,0.726,No,1,B,1
PL00746,57,15425.41,30,758,15,43118.81,10.54,Debt Consolidation,Unemployed,0.0,185104.91999999998,0.952,No,0,B,0
PL00747,61,19985.08,30,726,7,48468.92,10.08,Debt Consolidation,Employed,4.9,239820.96000000002,0.59,No,1,B,1
PL00748,56,19290.18,30,706,2,32873.47,10.4,Education,Employed,18.2,231482.16,0.008,No,0,C,1
PL00749,47,20469.05,26,769,19,34114.93,5.96,Home Improvement,Self-Employed,14.1,245628.59999999998,0.291,No,1,B,1
PL00750,37,13914.19,4,647,14,31626.13,14.21,Home Improvement,Employed,19.5,166970.28,0.328,Yes,0,D,1
PL00751,29,5227.46,16,627,0,31518.13,17.63,Medical,Employed,3.0,62729.520000000004,0.547,Yes,0,D,0
PL00752,53,17436.62,30,739,9,8208.9,9.8,Debt Consolidation,Employed,11.6,209239.44,0.905,Yes,2,B,0
PL00753,40,16270.9,25,716,1,27643.21,10.09,Medical,Retired,11.5,195250.8,0.838,No,0,C,1
PL00754,33,19071.82,4,744,6,19917.33,8.3,Debt Consolidation,Employed,6.0,228861.84,0.232,No,0,B,1
PL00755,48,5907.26,30,602,13,22684.32,12.83,Debt Consolidation,Employed,19.8,70887.12,0.519,No,0,D,0
PL00756,68,6484.43,30,612,15,26656.43,18.17,Education,Employed,16.3,77813.16,0.659,No,0,D,0
PL00757,49,22479.42,21,722,14,7291.41,11.79,Medical,Employed,26.2,269753.04,0.988,No,0,B,0
PL00758,33,19249.49,15,792,6,18614.9,9.18,Debt Consolidation,Employed,15.6,230993.88,0.031,No,0,A,1
PL00759,66,22889.26,30,850,12,4109.03,5.5,Debt Consolidation,Employed,25.0,274671.12,0.464,No,0,A,1
PL00760,55,19450.45,26,838,9,49003.74,5.0,Home Improvement,Self-Employed,24.8,233405.40000000002,0.988,No,1,A,1
PL00761,26,15734.57,7,661,8,6807.87,12.96,Home Improvement,Employed,6.1,188814.84,0.977,Yes,1,C,0
PL00762,38,17045.05,21,612,8,13667.71,14.82,Medical,Employed,0.0,204540.59999999998,0.331,No,0,D,1
PL00763,25,22449.94,0,585,5,44673.35,16.21,Education,Employed,23.5,269399.27999999997,0.0,Yes,1,D,1
PL00764,67,15312.56,30,719,11,24652.79,10.13,Home Improvement,Employed,15.6,183750.72,0.587,No,0,C,1
PL00765,45,16545.0,15,702,19,7646.22,13.94,Medical,Unemployed,0.0,198540.0,0.867,No,0,C,1
PL00766,22,5598.96,0,677,19,19827.3,16.91,Education,Employed,6.4,67187.52,0.324,No,0,C,1
PL00767,30,12900.19,9,707,13,6677.53,9.76,Debt Consolidation,Employed,13.2,154802.28,0.934,No,0,C,1
PL00768,50,18477.13,29,743,19,10810.58,9.53,Debt Consolidation,Employed,18.1,221725.56,0.333,No,0,B,1
PL00769,70,8231.68,30,676,6,3549.46,13.34,Education,Employed,15.3,98780.16,0.61,No,0,C,0
PL00770,65,6651.85,30,655,7,22473.15,11.9,Debt Consolidation,Retired,5.1,79822.20000000001,0.722,No,2,C,0
PL00771,25,9218.02,6,648,7,40525.17,14.29,Debt Consolidation,Employed,22.3,110616.24,0.345,No,0,D,1
PL00772,53,7554.51,30,718,7,29712.49,11.7,Education,Employed,11.0,90654.12,0.352,No,0,C,1
PL00773,21,6942.99,0,636,1,30710.92,14.57,Debt Consolidation,Employed,15.4,83315.88,0.47,No,0,D,0
PL00774,38,11771.57,20,623,13,10828.62,16.57,Home Improvement,Self-Employed,16.7,141258.84,0.835,No,0,D,0
PL00775,52,22880.29,28,790,9,17850.8,7.73,Debt Consolidation,Employed,27.1,274563.48,0.101,Yes,0,A,1
PL00776,67,13662.37,30,763,17,42416.86,5.0,Education,Employed,13.3,163948.44,0.631,No,1,B,1
PL00777,69,6322.17,30,656,17,5304.95,11.9,Medical,Employed,9.6,75866.04000000001,0.677,Yes,1,C,0
PL00778,31,3770.35,20,581,17,43038.6,20.09,Education,Retired,25.3,45244.2,0.558,No,1,D,0
PL00779,41,18011.59,20,746,15,24700.81,10.77,Debt Consolidation,Employed,18.9,216139.08000000002,0.936,No,0,B,0
PL00780,46,10804.37,18,674,19,42020.22,7.3,Education,Employed,12.4,129652.44,0.602,No,0,C,1
PL00781,45,20902.11,30,813,4,16582.31,5.0,Home Improvement,Employed,11.9,250825.32,0.635,No,0,A,1
PL00782,42,17168.75,21,734,19,17603.3,11.72,Other,Employed,0.0,206025.0,0.6,Yes,0,B,1
PL00783,47,20313.55,30,711,4,37828.64,10.17,Medical,Employed,9.3,243762.59999999998,0.722,Yes,0,C,1
PL00784,69,8254.76,30,718,19,39464.81,5.6,Home Improvement,Employed,0.0,99057.12,0.135,No,0,C,1
PL00785,33,17924.26,13,698,9,12252.59,14.03,Debt Consolidation,Employed,0.0,215091.12,0.894,No,0,C,0
PL00786,53,8073.43,29,649,16,48670.69,15.58,Home Improvement,Employed,5.2,96881.16,0.042,No,1,D,1
PL00787,54,23598.58,30,720,12,5140.02,9.25,Other,Employed,0.0,283182.96,0.641,No,0,C,1
PL00788,61,16636.61,30,780,16,4356.65,10.67,Education,Employed,7.2,199639.32,0.615,No,1,B,1
PL00789,55,9463.77,30,739,17,30179.71,8.46,Home Improvement,Employed,12.5,113565.24,0.208,No,0,B,1
PL00790,21,8198.77,0,653,12,36414.3,12.71,Education,Retired,14.1,98385.24,0.041,No,0,C,1
PL00791,41,6391.31,22,729,16,48083.42,9.53,Debt Consolidation,Employed,9.1,76695.72,0.139,No,0,B,1
PL00792,68,17976.74,30,738,14,20842.34,6.3,Home Improvement,Employed,0.0,215720.88,0.272,Yes,0,B,1
PL00793,26,7030.46,13,710,11,2239.28,12.19,Education,Retired,9.0,84365.52,0.882,No,0,C,0
PL00794,48,15691.98,30,669,9,30541.92,14.27,Education,Employed,1.5,188303.76,0.856,No,0,C,0
PL00795,37,8086.61,17,603,12,15195.11,15.31,Medical,Employed,21.2,97039.31999999999,0.064,No,0,D,1
PL00796,25,17225.29,6,588,10,22214.41,18.32,Home Improvement,Employed,8.8,206703.48,0.289,No,0,D,1
PL00797,51,20743.61,25,723,2,24935.0,7.59,Medical,Employed,0.9,248923.32,0.889,No,1,B,0
PL00798,25,19894.58,12,664,9,4161.12,14.83,Debt Consolidation,Employed,1.6,238734.96000000002,0.237,Yes,0,C,1
PL00799,58,19499.58,30,779,10,24813.11,8.88,Education,Employed,10.1,233994.96000000002,0.996,Yes,0,B,1
PL00800,23,6317.62,3,629,5,21889.66,13.66,Other,Employed,10.5,75811.44,0.257,No,0,D,1
PL00801,43,4032.85,29,586,0,35914.67,17.83,Education,Self-Employed,8.5,48394.2,0.739,No,1,D,0
PL00802,57,18075.82,30,724,5,32637.63,8.96,Other,Employed,18.0,216909.84,0.417,No,0,B,1
PL00803,57,10471.99,30,687,4,10075.57,14.62,Home Improvement,Self-Employed,2.3,125663.88,0.136,Yes,0,C,1
PL00804,30,11943.96,9,570,6,11100.81,18.78,Medical,Unemployed,0.0,143327.52,0.255,Yes,0,D,1
PL00805,30,2716.43,11,564,11,13299.3,18.73,Debt Consolidation,Employed,9.2,32597.159999999996,0.675,No,0,D,0
PL00806,39,7970.26,16,619,11,9768.57,14.58,Debt Consolidation,Self-Employed,16.9,95643.12,0.337,No,0,D,0
PL00807,37,2774.56,18,699,6,33203.45,13.41,Medical,Employed,5.0,33294.72,0.604,No,0,C,0
PL00808,41,22221.27,21,742,1,49727.08,12.32,Education,Employed,16.2,266655.24,0.206,No,0,B,1
PL00809,34,7598.12,8,679,0,32953.31,15.99,Home Improvement,Retired,3.5,91177.44,0.449,No,0,C,0
PL00810,29,14818.75,10,597,17,30727.4,15.41,Home Improvement,Employed,23.2,177825.0,0.512,Yes,0,D,0
PL00811,66,2896.52,30,746,11,21086.47,11.36,Debt Consolidation,Employed,9.4,34758.24,0.413,No,1,B,1
PL00812,21,17337.49,0,733,6,16316.43,13.11,Medical,Employed,6.6,208049.88,0.198,No,0,B,1
PL00813,65,9429.63,30,617,18,45642.61,15.1,Education,Employed,0.6,113155.56,0.462,Yes,0,D,1
PL00814,33,22652.14,5,683,2,48481.09,15.4,Debt Consolidation,Employed,11.3,271825.68,0.693,No,0,C,1
PL00815,24,22426.72,5,724,9,25342.03,11.05,Education,Employed,8.8,269120.64,0.965,Yes,0,B,0
PL00816,21,9481.68,0,661,10,15219.82,11.55,Home Improvement,Employed,0.0,113780.16,0.79,Yes,1,C,0
PL00817,69,22722.1,30,757,4,38735.99,7.81,Debt Consolidation,Employed,4.1,272665.19999999995,0.161,Yes,1,B,1
PL00818,60,24911.63,30,769,1,7490.38,5.79,Debt Consolidation,Employed,0.0,298939.56,0.273,No,2,B,1
PL00819,52,20984.56,26,719,7,38513.82,10.88,Debt Consolidation,Employed,1.0,251814.72000000003,0.079,No,0,C,1
PL00820,54,21432.04,30,760,13,41128.47,8.77,Debt Consolidation,Employed,9.0,257184.48,0.136,No,0,B,1
PL00821,48,7727.2,25,734,7,7120.29,10.65,Education,Employed,12.8,92726.4,0.251,No,1,B,1
PL00822,51,15264.16,30,679,5,48866.21,15.5,Debt Consolidation,Employed,7.4,183169.91999999998,0.2,No,0,C,1
PL00823,28,3546.89,5,663,0,49290.1,13.47,Home Improvement,Self-Employed,13.8,42562.68,0.214,No,0,C,1
PL00824,59,4183.11,30,639,0,46899.25,14.06,Debt Consolidation,Employed,2.3,50197.31999999999,0.231,No,0,D,1
PL00825,46,24974.53,30,714,7,25305.71,10.78,Education,Employed,13.6,299694.36,0.301,No,1,C,1
PL00826,54,9512.7,28,736,10,13057.63,6.48,Debt Consolidation,Self-Employed,9.4,114152.40000000001,0.126,No,0,B,1
PL00827,23,19208.23,1,728,17,29518.45,11.91,Other,Employed,8.4,230498.76,0.278,No,0,B,1
PL00828,70,20553.3,30,825,9,21576.76,5.83,Education,Employed,10.0,246639.59999999998,0.688,No,0,A,1
PL00829,32,21734.54,11,646,11,11091.48,14.43,Home Improvement,Employed,5.2,260814.48,0.236,No,0,D,0
PL00830,21,24945.45,5,683,19,21760.14,12.19,Home Improvement,Employed,0.0,299345.4,0.172,Yes,0,C,1
PL00831,64,7554.42,30,746,15,33530.6,9.98,Medical,Employed,1.6,90653.04000000001,0.068,No,0,B,1
PL00832,25,2928.07,0,606,4,4474.75,13.47,Home Improvement,Unemployed,0.0,35136.840000000004,0.5,Yes,0,D,0
PL00833,50,11457.4,30,643,15,17337.48,14.41,Debt Consolidation,Employed,8.2,137488.8,0.842,No,0,D,0
PL00834,50,4991.86,29,687,11,1871.95,11.2,Medical,Employed,15.5,59902.31999999999,0.059,No,0,C,1
PL00835,37,2515.8,15,590,5,37725.28,16.89,Debt Consolidation,Retired,21.9,30189.600000000002,0.542,Yes,0,D,0
PL00836,68,10289.82,30,817,4,32393.87,5.0,Home Improvement,Employed,6.3,123477.84,0.651,No,1,A,1
PL00837,67,20025.98,30,850,0,4070.93,5.96,Other,Employed,8.7,240311.76,0.592,No,0,A,1
PL00838,43,15022.16,23,731,18,48272.14,10.45,Other,Employed,25.1,180265.91999999998,0.878,No,0,B,1
PL00839,35,9193.89,26,724,9,2108.46,8.14,Debt Consolidation,Employed,6.8,110326.68,0.866,Yes,0,B,1
PL00840,57,17049.87,30,742,13,29908.07,11.8,Debt Consolidation,Self-Employed,5.0,204598.44,0.057,Yes,1,B,1
PL00841,41,7336.42,18,696,20,39042.01,10.97,Debt Consolidation,Employed,9.0,88037.04000000001,0.361,Yes,0,C,1
PL00842,34,2330.77,13,693,2,39606.92,11.42,Debt Consolidation,Retired,6.6,27969.239999999998,0.671,No,0,C,0
PL00843,22,19580.13,6,694,5,2679.97,13.69,Debt Consolidation,Employed,4.6,234961.56,0.952,No,0,C,0
PL00844,31,16346.09,2,670,4,45414.34,15.33,Debt Consolidation,Self-Employed,0.0,196153.08000000002,0.805,No,0,C,0
PL00845,59,19532.96,28,670,16,46004.13,12.25,Other,Employed,22.7,234395.52,0.177,No,0,C,1
PL00846,58,2895.57,30,666,17,28508.13,13.59,Education,Retired,14.4,34746.840000000004,0.279,No,0,C,1
PL00847,54,21253.75,24,795,11,24622.08,8.86,Medical,Employed,22.9,255045.0,0.764,Yes,1,A,1
PL00848,58,16249.1,30,784,4,3198.51,10.53,Education,Self-Employed,17.6,194989.2,0.471,No,0,A,1
PL00849,70,14958.09,30,780,8,28535.75,8.36,Medical,Employed,10.1,179497.08000000002,0.547,No,0,B,1
PL00850,54,16366.12,28,702,11,21059.58,12.67,Other,Employed,0.0,196393.44,0.609,Yes,0,C,1
PL00851,38,21881.96,9,626,19,38867.51,13.35,Education,Employed,2.7,262583.52,0.103,No,0,D,1
PL00852,50,15499.54,29,692,8,20790.29,9.16,Debt Consolidation,Employed,7.2,185994.48,0.856,No,0,C,0
PL00853,35,15361.86,18,671,2,34495.46,14.25,Education,Employed,2.3,184342.32,0.863,No,1,C,0
PL00854,47,24785.62,17,742,0,5969.0,8.3,Other,Employed,0.0,297427.44,0.468,No,2,B,0
PL00855,54,19404.79,30,775,14,7514.66,6.56,Debt Consolidation,Employed,2.9,232857.48,0.627,No,1,B,1
PL00856,58,12172.76,30,816,9,7845.8,7.83,Education,Self-Employed,8.4,146073.12,0.66,No,0,A,1
PL00857,53,18270.13,30,743,13,3230.75,9.57,Debt Consolidation,Employed,22.7,219241.56,0.19,No,0,B,1
PL00858,44,10952.3,29,671,6,27525.11,13.59,Debt Consolidation,Employed,4.6,131427.59999999998,0.113,No,0,C,1
PL00859,35,7264.14,25,633,3,39904.42,12.3,Home Improvement,Employed,15.2,87169.68000000001,0.021,No,0,D,1
PL00860,50,15727.59,27,724,4,30910.15,8.91,Debt Consolidation,Employed,2.2,188731.08000000002,0.913,No,0,B,1
PL00861,62,23348.19,30,739,19,29172.79,13.31,Debt Consolidation,Unemployed,0.0,280178.27999999997,0.346,No,0,B,1
PL00862,37,23370.21,13,736,15,34350.57,8.87,Debt Consolidation,Employed,9.7,280442.52,0.086,No,0,B,1
PL00863,25,9863.82,4,661,2,17642.62,13.18,Other,Employed,22.8,118365.84,0.466,No,1,C,0
PL00864,49,14136.58,30,719,16,18735.75,11.43,Debt Consolidation,Employed,0.0,169638.96,0.076,Yes,0,C,1
PL00865,24,6867.63,0,645,12,16399.23,12.18,Home Improvement,Employed,3.5,82411.56,0.085,Yes,1,D,1
PL00866,30,24899.52,4,746,5,35893.34,12.43,Debt Consolidation,Employed,12.0,298794.24,0.489,No,1,B,1
PL00867,37,24565.71,22,648,4,8920.38,14.2,Home Improvement,Employed,13.3,294788.52,0.509,No,3,D,0
PL00868,30,16938.71,14,716,15,1638.24,10.62,Other,Employed,0.6,203264.52,0.58,Yes,1,C,1
PL00869,37,20501.52,14,682,10,30213.63,14.77,Debt Consolidation,Employed,9.7,246018.24,0.656,No,0,C,1
PL00870,40,18447.3,23,657,16,47176.69,15.6,Debt Consolidation,Employed,10.1,221367.59999999998,0.668,Yes,0,C,1
PL00871,44,15642.64,24,650,4,30860.99,18.02,Debt Consolidation,Employed,21.8,187711.68,0.433,No,0,D,1
PL00872,25,3227.0,11,627,5,39363.16,14.26,Home Improvement,Employed,11.7,38724.0,0.644,Yes,1,D,0
PL00873,54,12459.58,30,699,9,33966.74,16.25,Debt Consolidation,Unemployed,0.0,149514.96,0.305,No,1,C,0
PL00874,26,17520.08,10,595,20,25374.4,17.88,Debt Consolidation,Unemployed,0.0,210240.96000000002,0.441,No,2,D,0
PL00875,22,17583.23,14,695,0,36201.23,15.43,Debt Consolidation,Retired,14.9,210998.76,0.393,No,0,C,1
PL00876,33,10581.82,14,586,20,41381.1,18.97,Debt Consolidation,Self-Employed,8.0,126981.84,0.329,No,0,D,0
PL00877,63,23658.92,30,791,9,12011.85,6.4,Debt Consolidation,Employed,5.5,283907.04,0.239,Yes,2,A,1
