application_id,annual_income,monthly_debt,fico_score,requested_amount,property_value,employment_length,loan_purpose,home_type,marital_status,num_dependents,education_level,loan_term_years,down_payment_pct,existing_mortgages,loan_approved
HL00820,117179.24,2581.42,612,800000.0,1174336.21,30,Refinance,Single Family,Single,5,High School,30,0.203,3,1
HL00821,245784.7,2903.23,707,153575.34,200228.61,14,Refinance,Single Family,Married,5,Bachelor,30,0.233,2,1
HL00822,26273.81,4679.69,540,278199.63,313641.07,7,Purchase,Townhouse,Married,2,Bachelor,30,0.113,2,0
HL00823,116712.27,3361.25,615,521611.74,607231.36,5,Purchase,Condo,Divorced,5,High School,30,0.141,0,0
HL00824,134496.39,2406.39,614,800000.0,1164690.54,27,Purchase,Multi Family,Single,1,Master,15,0.11,3,1
HL00825,172783.79,4048.38,590,800000.0,943286.0,3,Refinance,Townhouse,Single,2,Bachelor,30,0.087,0,0
HL00826,277960.29,4752.66,683,800000.0,1085507.84,29,Home Improvement,Single Family,Married,3,High School,15,0.195,2,1
HL00827,120245.15,110.33,602,403134.13,450429.2,16,Purchase,Single Family,Married,3,High School,30,0.105,1,1
HL00828,120412.13,4912.61,601,800000.0,1191043.28,33,Refinance,Single Family,Married,5,Bachelor,20,0.124,0,0
HL00829,227812.84,430.66,665,167995.18,190686.92,5,Purchase,Single Family,Married,0,High School,15,0.119,3,1
HL00830,149359.93,4071.93,628,109425.34,134594.52,35,Refinance,Single Family,Divorced,3,High School,20,0.187,2,1
HL00831,86766.33,1401.67,571,796840.67,1037552.96,34,Refinance,Single Family,Married,3,High School,15,0.232,2,1
HL00832,149420.87,660.9,688,800000.0,1118172.98,38,Refinance,Single Family,Married,3,High School,20,0.177,0,1
HL00833,63735.68,2199.28,523,153202.79,176908.53,38,Purchase,Single Family,Married,1,Bachelor,30,0.134,0,0
HL00834,73506.42,3219.78,550,161882.08,202605.86,15,Purchase,Single Family,Divorced,4,High School,30,0.201,2,0
HL00835,162051.14,1904.76,770,93114.05,112320.93,1,Refinance,Single Family,Single,4,High School,30,0.171,0,1
HL00836,140204.5,272.83,568,184290.46,192571.01,7,Purchase,Single Family,Married,5,High School,30,0.043,2,0
HL00837,276582.62,2997.31,620,294756.83,310597.29,14,Purchase,Single Family,Married,3,Bachelor,15,0.051,3,1
HL00838,124658.32,4512.02,649,800000.0,1166336.2,26,Purchase,Single Family,Single,4,Bachelor,30,0.038,1,0
HL00839,184661.8,1916.08,538,718918.19,826342.75,15,Purchase,Single Family,Married,5,Bachelor,30,0.13,0,0
HL00840,198872.68,1081.66,637,749287.25,950872.15,0,Refinance,Townhouse,Single,3,PhD,15,0.212,3,1
HL00841,28600.98,2212.89,671,800000.0,948156.83,9,Purchase,Single Family,Single,4,High School,30,0.099,3,0
HL00842,207472.78,241.81,576,599107.8,676957.97,6,Purchase,Single Family,Divorced,4,High School,30,0.115,0,1
HL00843,73959.89,4102.44,487,748574.83,972175.1,9,Purchase,Single Family,Single,5,Bachelor,30,0.23,3,0
HL00844,289294.34,4131.7,619,585792.81,745283.47,11,Refinance,Single Family,Married,2,High School,15,0.214,2,0
HL00845,65882.25,2940.0,627,353384.23,428864.36,16,Home Improvement,Single Family,Single,5,High School,30,0.176,0,0
HL00846,139021.63,1765.51,675,643392.72,706248.87,11,Purchase,Single Family,Married,1,High School,30,0.089,1,1
HL00847,48471.16,3998.92,548,637386.12,675197.16,14,Purchase,Single Family,Single,2,Bachelor,15,0.056,2,0
HL00848,299140.42,2773.44,733,800000.0,1001384.69,31,Purchase,Single Family,Married,2,Bachelor,30,0.034,3,1
HL00849,163103.63,4129.66,701,800000.0,1179443.12,31,Purchase,Single Family,Divorced,4,PhD,30,0.054,3,1
HL00850,188730.88,3157.29,733,486905.14,537422.89,25,Refinance,Single Family,Single,0,Bachelor,30,0.094,1,1
HL00851,43446.03,3922.03,559,792808.52,933814.51,13,Purchase,Single Family,Single,0,Bachelor,20,0.151,1,0
HL00852,231239.13,2992.81,550,178995.11,187233.38,25,Purchase,Condo,Married,1,Bachelor,20,0.044,3,1
HL00853,82724.04,2070.71,550,800000.0,948935.29,4,Purchase,Single Family,Single,3,High School,20,0.06,1,0
HL00854,271964.93,4789.73,664,458344.95,492844.03,37,Home Improvement,Single Family,Single,4,High School,15,0.07,1,1
HL00855,81413.4,2705.57,577,99149.88,119313.93,3,Refinance,Single Family,Single,1,Master,30,0.169,3,0
HL00856,77439.12,3025.45,579,403849.38,483651.95,27,Refinance,Single Family,Married,2,High School,30,0.165,2,0
HL00857,35051.16,1102.44,623,646915.15,761973.09,0,Purchase,Single Family,Married,4,High School,30,0.151,0,0
HL00858,154818.41,3128.25,691,191378.14,209156.44,12,Purchase,Single Family,Married,2,High School,30,0.085,3,1
HL00859,180331.31,2858.04,631,800000.0,1114538.8,2,Refinance,Single Family,Married,1,High School,30,0.112,1,1
HL00860,43069.88,924.19,626,154100.01,162381.46,24,Purchase,Single Family,Single,0,High School,30,0.051,1,0
HL00861,238270.09,297.94,687,800000.0,1121257.56,15,Refinance,Single Family,Divorced,1,Bachelor,30,0.08,2,1
HL00862,149654.43,3021.8,628,672919.47,870529.71,20,Purchase,Single Family,Single,5,High School,30,0.227,3,1
HL00863,169207.32,3818.46,679,336228.35,445926.2,12,Purchase,Single Family,Divorced,4,High School,30,0.246,3,1
HL00864,146209.76,2617.01,626,426083.95,514594.14,35,Purchase,Single Family,Single,4,Master,30,0.172,1,1
HL00865,135209.84,1133.86,720,697659.29,908410.54,7,Refinance,Single Family,Divorced,3,Bachelor,30,0.232,3,1
HL00866,178901.09,3332.61,567,623121.99,751654.99,18,Purchase,Single Family,Married,0,Bachelor,30,0.171,1,0
HL00867,67691.07,400.53,558,799866.15,830598.29,15,Refinance,Single Family,Single,4,Bachelor,30,0.037,1,0
HL00868,75030.24,2209.17,581,385120.45,512810.19,11,Refinance,Single Family,Divorced,0,High School,30,0.249,1,0
HL00869,261991.05,816.83,702,591353.08,623790.17,19,Home Improvement,Condo,Single,4,Bachelor,20,0.052,0,1
HL00870,285181.75,922.3,755,800000.0,1188600.92,17,Purchase,Single Family,Married,0,Bachelor,30,0.18,1,1
HL00871,127660.06,1011.47,612,288516.19,315663.23,11,Purchase,Condo,Divorced,5,Bachelor,20,0.086,2,1
HL00872,99454.79,1933.54,528,481857.98,545088.21,24,Home Improvement,Single Family,Single,1,Bachelor,30,0.116,3,0
HL00873,202099.87,255.75,693,333933.3,403301.09,10,Purchase,Single Family,Single,0,Bachelor,30,0.172,0,1
HL00874,137401.9,1988.97,656,800000.0,935750.45,21,Purchase,Single Family,Married,2,Bachelor,30,0.126,3,1
HL00875,31981.25,2558.54,468,800000.0,934514.2,33,Purchase,Townhouse,Married,5,Bachelor,15,0.085,2,0
HL00876,67941.96,2416.47,583,361985.02,404001.14,12,Purchase,Condo,Divorced,1,Bachelor,15,0.104,0,0
HL00877,221892.36,1913.92,581,149074.88,166564.11,37,Purchase,Single Family,Married,4,Bachelor,30,0.105,3,1
HL00878,206204.08,4195.73,619,66687.08,87861.76,11,Refinance,Single Family,Single,4,Bachelor,30,0.241,0,0
HL00879,32451.4,726.63,521,441370.19,555881.85,38,Refinance,Single Family,Married,3,High School,30,0.206,1,0
HL00880,86042.34,2528.48,633,466331.29,536629.79,35,Purchase,Townhouse,Divorced,5,Bachelor,30,0.131,1,1
HL00881,88545.57,310.21,600,800000.0,1186938.61,27,Refinance,Single Family,Single,2,PhD,30,0.074,3,1
HL00882,209770.5,355.78,590,477993.65,603527.34,26,Purchase,Single Family,Single,5,High School,30,0.208,2,1
HL00883,30420.4,2869.33,609,339845.08,363470.67,38,Purchase,Single Family,Married,3,Master,15,0.065,0,0
HL00884,53629.86,2830.09,505,800000.0,1077633.12,12,Home Improvement,Single Family,Divorced,5,Bachelor,30,0.076,0,0
HL00885,244976.92,4390.17,688,557804.33,627451.44,39,Purchase,Single Family,Single,1,Bachelor,30,0.111,3,1
HL00886,74099.78,2789.37,546,581280.33,749072.59,26,Refinance,Single Family,Divorced,3,Master,30,0.224,1,0
HL00887,204505.18,4798.96,633,171852.29,182627.3,30,Purchase,Single Family,Divorced,1,Bachelor,30,0.059,0,1
HL00888,90500.26,243.47,620,476951.45,505780.96,1,Refinance,Single Family,Single,3,Master,20,0.057,1,1
HL00889,52346.38,490.04,602,800000.0,1137251.63,17,Purchase,Single Family,Married,0,High School,30,0.139,1,0
HL00890,91872.35,220.33,662,671017.95,738193.56,25,Purchase,Single Family,Single,1,High School,30,0.091,2,1
HL00891,223623.41,926.38,657,390867.08,462564.59,30,Purchase,Single Family,Single,1,Bachelor,30,0.155,1,1
HL00892,260316.53,2706.35,695,678400.63,778875.58,37,Purchase,Townhouse,Married,0,Master,30,0.129,1,1
HL00893,253310.46,3227.86,654,800000.0,1099212.48,21,Purchase,Single Family,Married,0,Master,30,0.126,0,1
HL00894,134225.47,227.93,626,362161.26,383239.43,35,Refinance,Single Family,Married,2,High School,30,0.055,2,1
HL00895,208723.41,4729.85,676,604017.68,643256.31,18,Purchase,Condo,Divorced,0,High School,30,0.061,2,0
HL00896,81370.68,4210.83,585,800000.0,1153526.99,13,Refinance,Condo,Single,3,Master,15,0.211,3,0
HL00897,105615.63,1483.06,512,208432.89,268945.66,13,Purchase,Townhouse,Married,0,Bachelor,30,0.225,3,0
HL00898,271492.35,385.94,702,800000.0,884621.92,28,Purchase,Single Family,Married,0,Bachelor,20,0.082,3,1
HL00899,28575.53,849.44,582,724145.12,766291.13,16,Home Improvement,Single Family,Single,1,Master,30,0.055,2,0
HL00900,48514.85,634.72,540,800000.0,839634.52,36,Home Improvement,Single Family,Married,1,High School,15,0.042,1,1
HL00901,82168.72,616.42,526,393022.06,470122.08,8,Purchase,Single Family,Married,5,High School,20,0.164,2,0
HL00902,32296.36,2592.81,639,348056.93,428114.3,0,Refinance,Single Family,Divorced,0,Master,30,0.187,1,0
HL00903,74894.74,1229.24,612,750125.46,844735.88,3,Purchase,Single Family,Married,2,High School,30,0.112,3,0
HL00904,185336.43,1790.7,631,260338.68,317486.2,6,Purchase,Single Family,Married,1,High School,30,0.18,3,1
HL00905,140891.75,4947.53,563,444801.72,547111.59,10,Purchase,Single Family,Divorced,3,High School,30,0.187,1,0
HL00906,270484.72,3421.57,644,219036.11,286696.48,13,Home Improvement,Single Family,Single,5,High School,30,0.236,1,0
HL00907,249796.98,4744.9,740,80631.86,84342.95,18,Home Improvement,Single Family,Married,3,High School,30,0.044,3,1
HL00908,118999.77,712.78,616,800000.0,1166314.53,39,Purchase,Single Family,Married,0,Bachelor,30,0.072,1,1
HL00909,96341.44,1910.7,570,535435.89,560665.85,2,Refinance,Single Family,Single,0,PhD,20,0.045,2,0
HL00910,129415.41,2773.66,640,800000.0,1165518.32,7,Refinance,Single Family,Married,2,High School,30,0.221,3,1
HL00911,187331.11,383.79,602,185359.71,232863.96,28,Purchase,Townhouse,Single,0,Bachelor,20,0.204,2,1
HL00912,98717.5,20.94,674,621004.76,735787.63,36,Refinance,Single Family,Divorced,5,High School,30,0.156,3,1
HL00913,196640.95,3352.17,715,286643.19,301095.79,8,Purchase,Townhouse,Married,4,High School,30,0.048,0,1
HL00914,137588.2,3209.1,595,800000.0,963833.39,18,Purchase,Single Family,Single,4,Bachelor,30,0.09,2,1
HL00915,176812.97,2053.94,606,800000.0,956665.86,11,Refinance,Single Family,Single,0,PhD,30,0.095,0,1
HL00916,144934.8,2448.22,491,170825.53,201683.04,26,Purchase,Single Family,Married,5,Master,15,0.153,3,0
HL00917,105978.08,2077.22,528,800000.0,1101072.51,36,Purchase,Single Family,Single,4,High School,30,0.087,2,0
HL00918,285824.66,120.03,625,280436.27,293958.35,24,Purchase,Single Family,Married,3,High School,30,0.046,2,1
HL00919,234991.59,1676.86,674,618561.0,764599.51,37,Refinance,Single Family,Single,5,Master,15,0.191,2,1
HL00920,63531.12,885.41,565,800000.0,1183837.82,16,Purchase,Single Family,Single,5,High School,30,0.096,1,0
HL00921,263828.69,492.12,614,800000.0,1067696.1,32,Purchase,Single Family,Single,0,Bachelor,30,0.13,2,1
HL00922,159043.58,4783.6,615,800000.0,1151134.42,38,Refinance,Single Family,Single,3,High School,15,0.058,2,1
HL00923,271001.86,2996.8,710,365115.93,460423.62,13,Purchase,Single Family,Married,3,Bachelor,30,0.207,0,1
HL00924,244960.2,3643.28,698,163931.62,193772.6,27,Refinance,Single Family,Married,4,Bachelor,20,0.154,2,1
HL00925,141933.71,1576.82,525,221479.26,286890.23,17,Purchase,Condo,Married,2,Bachelor,15,0.228,1,0
HL00926,31179.06,1965.74,559,549366.87,638056.76,32,Purchase,Condo,Married,3,Master,30,0.139,2,0
HL00927,98886.27,1184.62,530,738113.53,967383.39,14,Purchase,Multi Family,Married,4,High School,20,0.237,0,0
HL00928,173949.41,484.83,682,188796.29,243922.85,10,Purchase,Single Family,Single,2,High School,30,0.226,2,1
HL00929,199206.51,895.16,688,688897.89,817197.97,35,Home Improvement,Condo,Single,5,Bachelor,30,0.157,2,1
HL00930,95919.11,3987.57,553,335853.97,439024.8,14,Purchase,Townhouse,Single,4,High School,30,0.235,0,0
HL00931,63322.92,3387.73,543,412508.24,458852.33,29,Refinance,Single Family,Married,4,High School,30,0.101,3,0
HL00932,254605.82,2734.64,654,729495.13,819657.45,14,Purchase,Single Family,Married,0,High School,15,0.11,2,1
HL00933,295710.6,2375.45,585,576359.38,600374.35,22,Refinance,Multi Family,Married,5,High School,30,0.04,3,1
HL00934,169564.8,4612.17,651,800000.0,988537.45,14,Home Improvement,Multi Family,Married,5,PhD,30,0.16,0,1
HL00935,72211.8,363.67,572,203081.15,250408.32,28,Purchase,Single Family,Single,1,Bachelor,30,0.189,0,1
HL00936,99884.51,1403.0,648,770953.44,963691.8,10,Purchase,Single Family,Divorced,2,Bachelor,30,0.2,3,0
HL00937,30057.44,1749.69,510,137986.98,147264.65,17,Home Improvement,Condo,Divorced,4,Bachelor,30,0.063,1,0
HL00938,276432.17,3912.13,657,255766.86,293310.62,39,Refinance,Single Family,Single,3,Bachelor,20,0.128,1,1
HL00939,57381.55,4962.57,503,757059.81,813168.43,30,Purchase,Single Family,Married,3,Bachelor,15,0.069,0,0
HL00940,183542.03,1203.35,591,800000.0,1036791.36,8,Purchase,Multi Family,Married,1,High School,15,0.176,1,1
HL00941,100365.19,4371.54,541,335912.38,359264.58,21,Purchase,Condo,Married,2,High School,30,0.065,1,0
HL00942,177398.95,4153.11,688,341622.82,443090.56,10,Refinance,Townhouse,Divorced,0,High School,20,0.229,0,1
HL00943,204140.61,1123.29,617,624240.71,679260.84,16,Refinance,Single Family,Married,2,Master,30,0.081,2,1
HL00944,253179.0,1996.66,682,283595.59,313019.41,32,Home Improvement,Single Family,Married,3,Bachelor,30,0.094,2,1
HL00945,81765.85,2048.36,571,773252.27,987550.79,10,Purchase,Multi Family,Married,3,Bachelor,30,0.217,2,0
HL00946,28023.85,4891.1,500,800000.0,945341.23,38,Purchase,Single Family,Single,0,High School,15,0.131,1,0
HL00947,62643.55,904.46,572,230107.32,238453.18,7,Purchase,Condo,Single,0,Bachelor,30,0.035,3,0
HL00948,272505.13,3995.79,716,513852.08,596808.45,3,Purchase,Single Family,Single,3,Bachelor,30,0.139,1,1
HL00949,265319.77,1670.96,622,800000.0,946681.24,35,Purchase,Single Family,Single,4,High School,30,0.049,2,1
HL00950,189288.6,3654.35,685,342235.28,454495.72,18,Purchase,Single Family,Divorced,4,High School,30,0.247,0,1
HL00951,190142.14,2100.06,602,662073.2,787245.18,23,Refinance,Single Family,Married,0,Master,15,0.159,0,1
HL00952,207885.09,2891.8,629,120181.64,131489.76,40,Purchase,Single Family,Divorced,5,Bachelor,15,0.086,0,1
HL00953,73227.1,4163.06,613,642769.53,759774.86,17,Purchase,Single Family,Married,4,High School,30,0.154,1,0
HL00954,276463.29,4020.83,655,235138.07,246734.6,32,Home Improvement,Single Family,Married,0,High School,30,0.047,3,1
HL00955,140161.89,4332.12,621,800000.0,1009406.24,35,Home Improvement,Single Family,Single,2,High School,20,0.206,2,1
HL00956,130363.1,298.09,599,363758.58,474880.65,9,Purchase,Condo,Married,2,Bachelor,30,0.234,0,1
HL00957,167702.37,3460.25,640,304780.02,391748.1,13,Home Improvement,Single Family,Single,2,Bachelor,15,0.222,2,1
HL00958,37915.64,699.94,449,800000.0,1021000.1,6,Purchase,Single Family,Divorced,0,Bachelor,30,0.105,2,0
HL00959,70727.93,2079.09,493,118008.0,131412.03,11,Purchase,Single Family,Divorced,0,PhD,30,0.102,1,0
HL00960,227959.24,2742.94,694,501379.87,521184.9,21,Refinance,Single Family,Single,4,Master,30,0.038,0,1
HL00961,47769.63,2013.7,625,406267.04,491253.98,26,Refinance,Single Family,Single,4,Master,15,0.173,1,1
HL00962,190866.83,2598.06,599,336881.16,395400.42,36,Refinance,Single Family,Married,4,High School,30,0.148,2,1
HL00963,92471.01,4982.63,584,800000.0,1100723.62,10,Refinance,Single Family,Single,1,Bachelor,30,0.131,2,0
HL00964,132056.29,676.09,630,708241.72,919794.44,35,Purchase,Single Family,Married,0,Bachelor,15,0.23,2,1
HL00965,104390.78,3377.28,636,137070.35,146913.56,12,Purchase,Single Family,Married,5,Bachelor,30,0.067,0,0
HL00966,122810.0,1980.0,510,800000.0,879023.38,31,Purchase,Townhouse,Married,2,Master,30,0.032,0,0
HL00967,222737.62,665.05,617,637473.79,668211.52,7,Purchase,Townhouse,Married,2,High School,20,0.046,0,1
HL00968,106708.47,793.68,586,800000.0,1088476.38,6,Purchase,Single Family,Married,1,Master,30,0.079,2,0
HL00969,180761.28,4746.37,675,411262.46,427063.82,16,Purchase,Single Family,Single,1,Bachelor,30,0.037,2,1
HL00970,155913.86,4398.01,752,619280.8,720932.25,21,Refinance,Townhouse,Married,2,High School,30,0.141,3,1
HL00971,207509.57,4535.21,642,575153.06,638349.68,33,Refinance,Single Family,Divorced,0,Bachelor,30,0.099,0,1
HL00972,282628.18,4957.66,620,581953.1,625756.02,19,Refinance,Single Family,Single,2,High School,30,0.07,2,1
HL00973,226457.33,1041.58,683,473435.45,588118.57,7,Purchase,Single Family,Single,2,High School,20,0.195,2,1
HL00974,84108.6,1777.2,658,283358.17,306333.16,21,Refinance,Multi Family,Single,5,Master,30,0.075,3,1
HL00975,33575.36,3346.1,572,757717.23,925173.66,26,Refinance,Condo,Married,1,Bachelor,20,0.181,3,0
HL00976,97122.61,2419.01,553,520398.46,582753.04,33,Home Improvement,Single Family,Single,1,High School,15,0.107,2,0
HL00977,188646.43,2091.95,692,800000.0,1153330.81,20,Purchase,Single Family,Married,4,Master,30,0.143,0,1
HL00978,39142.1,1789.06,602,281833.25,368409.48,14,Purchase,Multi Family,Single,1,High School,15,0.235,1,0
HL00979,161500.72,2968.9,579,800000.0,843086.82,4,Home Improvement,Single Family,Married,5,High School,30,0.038,1,0
HL00980,189131.78,2877.97,663,800000.0,1133306.71,37,Home Improvement,Single Family,Married,5,High School,30,0.14,1,1
HL00981,116917.07,807.29,658,642327.46,821390.61,16,Purchase,Single Family,Single,2,High School,30,0.218,0,1
HL00982,237000.86,2358.7,727,800000.0,1055182.02,7,Purchase,Condo,Single,5,High School,30,0.159,2,1
HL00983,54314.52,2767.36,573,800000.0,1005916.08,18,Refinance,Single Family,Single,4,Master,30,0.091,1,0
HL00984,45662.89,2851.43,554,423956.94,480132.43,4,Purchase,Condo,Married,2,PhD,15,0.117,1,0
HL00985,225251.91,1050.54,723,615114.33,750139.43,22,Refinance,Single Family,Married,0,Master,20,0.18,0,1
HL00986,161260.11,3711.36,570,194114.56,250794.01,18,Purchase,Single Family,Single,0,Bachelor,30,0.226,2,0
HL00987,214310.66,126.0,679,651045.42,677466.62,13,Purchase,Single Family,Married,1,Bachelor,30,0.039,2,1
HL00988,144577.52,1774.16,553,318850.38,334224.72,9,Purchase,Condo,Single,4,Bachelor,20,0.046,0,0
HL00989,92760.56,3901.06,649,800000.0,911703.92,30,Purchase,Single Family,Married,5,Bachelor,30,0.102,1,1
HL00990,250253.14,2819.46,662,614871.4,669065.72,12,Purchase,Single Family,Single,3,Bachelor,20,0.081,2,1
HL00991,244839.37,1305.81,735,490319.27,537630.78,21,Purchase,Single Family,Divorced,0,PhD,30,0.088,2,1
HL00992,216041.53,3474.77,682,347582.39,377396.73,36,Purchase,Single Family,Married,5,High School,15,0.079,1,1
HL00993,99839.91,2836.95,538,800000.0,1198535.79,38,Purchase,Condo,Married,0,High School,20,0.073,0,0
HL00994,187313.43,3981.22,714,146489.55,155674.34,9,Purchase,Single Family,Single,0,High School,30,0.059,1,1
HL00995,124267.82,3675.13,689,94864.41,124005.77,30,Purchase,Single Family,Single,0,Bachelor,30,0.235,3,1
HL00996,50185.07,3050.54,619,299610.88,319414.58,34,Home Improvement,Single Family,Married,1,Bachelor,30,0.062,2,0
HL00997,277261.23,2440.89,650,800000.0,1167456.52,12,Purchase,Single Family,Married,4,Bachelor,30,0.075,0,1
HL00998,62625.12,665.91,566,800000.0,1176642.94,29,Purchase,Townhouse,Single,0,High School,15,0.084,1,0
HL00999,286315.27,1306.67,700,621022.18,811793.7,33,Purchase,Single Family,Married,5,Bachelor,30,0.235,1,1
HL01000,147651.59,2095.5,588,800000.0,1065120.0,35,Refinance,Single Family,Married,5,Bachelor,30,0.196,0,1
HL01001,75911.56,2996.5,672,251302.73,315706.95,34,Purchase,Single Family,Single,1,Bachelor,30,0.204,2,0
HL01002,174022.76,2568.54,644,800000.0,1168547.36,3,Purchase,Single Family,Married,4,Master,15,0.053,0,1
HL01003,265060.1,1440.92,547,185207.51,235632.96,3,Purchase,Single Family,Divorced,4,High School,30,0.214,3,0
HL01004,226361.84,32.32,680,166113.94,188765.84,5,Refinance,Single Family,Single,3,High School,30,0.12,0,1
HL01005,246804.32,2481.2,655,183529.04,201237.98,27,Refinance,Townhouse,Married,2,High School,30,0.088,3,1
HL01006,206165.43,1428.13,649,606765.19,719768.91,29,Purchase,Single Family,Married,0,High School,30,0.157,2,1
HL01007,215376.06,3673.04,639,752387.4,953596.2,26,Purchase,Single Family,Divorced,1,High School,20,0.211,1,1
HL01008,258528.8,119.73,719,389512.96,487500.58,4,Purchase,Single Family,Single,4,High School,15,0.201,3,1
HL01009,93658.7,2924.14,652,800000.0,1175132.99,38,Purchase,Single Family,Divorced,3,Bachelor,30,0.226,3,1
HL01010,159591.87,4707.37,643,431811.56,563722.66,34,Refinance,Single Family,Single,2,High School,30,0.234,0,1
HL01011,85832.6,872.05,575,224225.74,244254.62,38,Purchase,Single Family,Married,4,Master,30,0.082,0,1
HL01012,296608.7,2358.25,696,525509.44,599212.59,14,Purchase,Single Family,Single,4,High School,30,0.123,1,1
HL01013,284616.32,457.11,693,800000.0,838916.81,18,Purchase,Single Family,Single,0,High School,30,0.033,2,1
HL01014,35842.37,3128.41,527,785744.36,1011254.0,29,Refinance,Condo,Married,2,High School,30,0.223,3,0
HL01015,219033.17,2752.66,688,553283.01,591114.33,37,Refinance,Single Family,Married,2,Master,30,0.064,1,1
HL01016,279443.29,2036.83,712,579389.99,742807.68,31,Home Improvement,Multi Family,Single,1,Bachelor,30,0.22,3,1
HL01017,74658.22,2606.89,664,337434.99,375762.8,39,Purchase,Single Family,Single,3,Bachelor,30,0.102,1,1
HL01018,181184.94,4482.87,703,712672.26,801656.09,28,Purchase,Single Family,Single,5,High School,30,0.111,0,1
HL01019,276759.28,981.47,654,800000.0,1184218.44,5,Purchase,Single Family,Single,1,Bachelor,15,0.039,0,1
HL01020,34335.14,112.82,608,116906.37,130185.27,25,Purchase,Single Family,Single,3,Bachelor,20,0.102,2,1
HL01021,216790.57,4308.32,610,800000.0,1072347.0,26,Purchase,Single Family,Single,1,High School,30,0.225,0,1
HL01022,106770.98,2885.59,638,682095.38,707567.82,34,Purchase,Single Family,Single,3,Bachelor,30,0.036,1,0
HL01023,279208.95,4453.29,663,315936.28,358610.99,27,Purchase,Single Family,Married,5,High School,30,0.119,3,1
HL01024,292041.02,2984.73,644,800000.0,1149250.92,4,Home Improvement,Single Family,Married,0,High School,30,0.037,1,1
HL01025,284673.28,4050.81,706,549470.95,618773.59,40,Refinance,Single Family,Single,3,Bachelor,20,0.112,2,1
HL01026,155408.91,2148.37,493,417677.23,448151.53,15,Purchase,Single Family,Single,5,PhD,30,0.068,0,0
HL01027,262061.73,3749.3,593,255454.12,279184.83,40,Purchase,Single Family,Married,1,Bachelor,30,0.085,0,1
HL01028,257251.08,4565.21,669,271956.79,350008.74,17,Purchase,Single Family,Single,2,High School,15,0.223,3,0
HL01029,112752.63,2860.61,610,800000.0,1011955.17,12,Purchase,Townhouse,Married,4,High School,30,0.126,2,0
HL01030,252951.76,903.93,658,697252.25,766211.26,24,Purchase,Condo,Divorced,5,Master,30,0.09,2,1
HL01031,35177.1,1343.99,488,800000.0,1102401.32,9,Purchase,Single Family,Married,5,High School,30,0.16,0,0
HL01032,188974.22,993.22,603,315470.67,335964.51,28,Home Improvement,Single Family,Married,5,Bachelor,30,0.061,2,1
HL01033,88252.43,1234.29,613,192899.46,211280.9,9,Purchase,Single Family,Married,3,Bachelor,15,0.087,1,0
HL01034,58155.89,1532.08,608,69571.2,81848.47,5,Purchase,Condo,Single,3,Bachelor,30,0.15,2,0
HL01035,46162.13,2775.67,572,593344.52,646344.79,15,Refinance,Condo,Married,2,High School,15,0.082,1,0
HL01036,216479.41,2939.96,716,800000.0,1198095.3,24,Purchase,Single Family,Divorced,0,High School,30,0.179,1,1
HL01037,118465.62,2132.5,629,738592.57,856835.93,3,Purchase,Condo,Divorced,1,Bachelor,30,0.138,1,1
HL01038,224310.86,3077.1,624,337555.14,421943.92,36,Purchase,Single Family,Married,0,PhD,15,0.2,0,1
HL01039,42972.99,407.87,557,800000.0,1061465.91,33,Refinance,Condo,Single,3,High School,15,0.239,1,0
HL01040,111704.84,438.94,535,800000.0,954437.55,18,Purchase,Single Family,Single,3,Bachelor,15,0.055,3,0
HL01041,173360.11,859.15,631,82738.49,92342.06,32,Purchase,Single Family,Single,5,Bachelor,30,0.104,2,1
HL01042,242448.87,2590.39,726,800000.0,993968.04,3,Home Improvement,Townhouse,Married,5,Bachelor,20,0.1,1,1
HL01043,112656.94,1069.97,640,387067.77,413092.6,33,Purchase,Single Family,Single,0,Bachelor,15,0.063,3,1
HL01044,197120.13,1416.42,718,192759.06,243382.65,11,Refinance,Multi Family,Single,1,Bachelor,20,0.208,0,1
HL01045,268643.88,2001.56,669,264686.62,329622.19,30,Refinance,Single Family,Married,3,Master,30,0.197,0,1
HL01046,194362.38,4059.33,714,519657.42,602152.28,15,Purchase,Single Family,Single,3,High School,30,0.137,0,1
HL01047,89063.86,69.31,584,471135.91,552976.42,1,Refinance,Condo,Married,0,Master,30,0.148,0,1
HL01048,31710.21,3246.89,639,382798.29,399998.21,1,Refinance,Single Family,Single,4,Bachelor,30,0.043,2,0
HL01049,264277.19,3344.38,681,227896.28,268745.61,35,Home Improvement,Single Family,Married,5,Bachelor,30,0.152,0,1
HL01050,30849.09,3993.28,600,742277.67,932509.64,5,Purchase,Single Family,Single,2,High School,30,0.204,2,0
HL01051,265542.96,4663.76,756,800000.0,1188873.51,22,Home Improvement,Multi Family,Married,3,Bachelor,15,0.156,3,1
HL01052,170457.71,100.69,625,800000.0,950015.53,38,Purchase,Condo,Married,1,High School,30,0.088,0,1
HL01053,283243.62,768.92,702,335725.64,407929.09,36,Refinance,Single Family,Married,4,High School,30,0.177,0,1
HL01054,244665.39,4430.86,736,311864.97,350410.08,15,Purchase,Single Family,Married,0,High School,30,0.11,3,1
HL01055,299431.88,2292.59,693,271892.99,319874.11,18,Purchase,Single Family,Married,0,Master,30,0.15,3,1
